Name,Control,State,Plan,2018 Fall Enrollment,Known_Cases_in_County_per_100k_Residents,lat,lng
Mercy College of Health Sciences,Private,IA,Primarily in person,727.0,2036,41.5943774,-93.62627160000001
Mercy College of Ohio,Private,OH,Primarily online,1511.0,1122,41.6586459,-83.5519875
Mercyhurst U.,Private,PA,Hybrid,2685.0,350,42.1040409,-80.05419669999999
Mercyhurst U. Northeast,Private,PA,Hybrid,611.0,350,42.2196529,-79.83575809999999
Meredith College,Private,NC,Primarily in person,1905.0,1062,35.7944904,-78.6878971
Meridian Community College,Public,MS,Primarily online,3494.0,1711,32.3674686,-88.7331605
Merrimack College,Private,MA,Hybrid,4643.0,2226,42.6677049,-71.12257050000001
Merritt College,Public,CA,Primarily online,7453.0,701,37.789553,-122.165612
Mesa Community College,Public,AZ,Primarily online,20387.0,2828,33.3895475,-111.8735409
Mesabi Range Community & Technical College,Public,MN,Primarily online,1188.0,213,47.524795,-92.5499002
Mesalands Community College,Public,NM,TBD,1068.0,382,35.1703992,-103.7359786
Mesivta of Eastern Parkway Rabbinical Seminary,Private,NY,Other,36.0,2406,40.6352177,-73.97937639999999
Mesivta Tifereth Jerusalem of America,Private,NY,Other,65.0,1872,40.7137811,-73.99131799999999
Mesivta Torah Vodaath Seminary,Private,NY,Other,318.0,2406,40.6382222,-73.969357
Messenger College,Private,TX,Hybrid,45.0,1407,32.8512244,-97.1602396
Messiah College,Private,PA,Hybrid,3375.0,495,40.1579079,-76.9882272
Methodist College,Private,IL,Primarily online,692.0,706,41.265533,-96.04836999999999
Methodist U.,Private,NC,Fully in person,2092.0,823,36.1539518,-95.9463394
Metropolitan College of New York,Private,NY,Primarily online,1027.0,1872,40.7085735,-74.0149887
Metropolitan Community College (Mo.),Public,MO,Primarily in person,16351.0,1355,39.0678787,-94.5914545
Metropolitan Community College (Neb.),Public,NE,TBD,14913.0,1863,41.3090415,-95.91280839999999
Metropolitan State U.,Public,MN,Primarily online,7861.0,1267,44.9574183,-93.07442730000001
Metropolitan State U. of Denver,Public,CO,Hybrid,20192.0,1410,39.7431729,-105.0062626
Miami Dade College,Public,FL,Fully online,54973.0,4518,25.7776558,-80.1908207
Miami U. (Ohio),Public,OH,Primarily in person,19934.0,709,39.5087485,-84.73449149999999
Miami U. at Hamilton (Ohio),Public,OH,Primarily in person,2651.0,709,39.377788,-84.5630121
Miami U. at Middletown (Ohio),Public,OH,Primarily in person,1831.0,709,39.5248195,-84.35749109999999
Michigan State U.,Public,MI,Primarily in person,50351.0,512,42.701848,-84.4821719
Michigan Technological U.,Public,MI,Primarily in person,7172.0,129,47.11677479999999,-88.54602179999999
Mid Michigan Community College,Public,MI,Primarily online,3802.0,196,43.969752,-84.763544
Mid-America Christian U.,Private,OK,Primarily in person,1938.0,977,35.3477533,-97.57834799999999
Mid-America College of Funeral Service,Private,IN,TBD,122.0,929,38.312052,-85.74467399999999
Mid-Atlantic Christian U.,Private,NC,Primarily in person,196.0,889,36.3046,-76.2171
Mid-Plains Community College,Public,NE,TBD,2216.0,265,41.0926367,-100.7717755
Mid-South Christian College,Private,TN,TBD,28.0,2273,35.0642235,-89.911568
Mid-State Technical College,Public,WI,Primarily online,2690.0,325,44.666031,-90.2095658
MidAmerica Nazarene U.,Private,KS,Fully in person,1875.0,867,38.8760668,-94.7823676
Middle Georgia State U.,Public,GA,Primarily in person,7802.0,2052,32.8082159,-83.7318852
Middle Tennessee State U.,Public,TN,TBD,21631.0,1967,35.8486105,-86.3648813
Middlebury College,Private,VT,Hybrid,2611.0,195,44.0081076,-73.1760413
Middlesex Community College,Public,MA,Hybrid,8090.0,1623,42.5250919,-71.2744621
Middlesex Community College (Conn.),Public,CT,Primarily in person,2547.0,843,41.5391632,-72.6107534
Middlesex County College,Public,NJ,Primarily online,10894.0,2143,40.5048319,-74.3667479
Midland College,Public,TX,Primarily online,5452.0,1327,32.0304457,-102.1061597
Midland U.,Private,NE,Primarily in person,1873.0,2066,41.4373714,-96.49002829999999
Midlands Technical College,Public,SC,Primarily in person,9892.0,1604,34.0180227,-80.9892663
Midway U.,Private,KY,Primarily in person,1668.0,494,35.8196166,-96.0123069
Midwestern Baptist Theological Seminary,Private,MO,Hybrid,2797.0,376,39.1851929,-94.5751308
Midwestern State U.,Public,TX,Hybrid,6102.0,684,33.8713557,-98.5215656
Midwives College of Utah,Private,UT,Fully online,262.0,1732,40.7108619,-111.8571558
Miles College,Private,AL,TBD,1550.0,1798,33.4809908,-86.9088552
Miles Community College,Public,MT,Primarily online,505.0,439,46.4043673,-105.827601
Millersville U. of Pennsylvania,Public,PA,Primarily online,7746.0,1050,39.9987943,-76.3527392
Milligan College,Private,TN,Hybrid,1225.0,752,36.3020183,-82.2948382
Millikin U.,Private,IL,TBD,2094.0,444,39.84307769999999,-88.97489399999999
Mills College,Private,CA,Primarily online,1257.0,701,37.7810368,-122.1828791
Millsaps College,Private,MS,Primarily in person,865.0,2155,32.3224481,-90.17829909999999
Milwaukee Area Technical College,Public,WI,Primarily online,15278.0,2067,43.0435021,-87.9211124
Milwaukee Institute of Art & Design,Private,WI,TBD,756.0,2067,43.0309118,-87.90792309999999
Milwaukee School of Engineering,Private,WI,Hybrid,2820.0,2067,43.0440406,-87.9085844
Mineral Area College,Public,MO,Hybrid,2885.0,451,37.8450208,-90.48249059999999
Minneapolis College of Art and Design,Private,MN,Hybrid,854.0,1440,44.956657,-93.2741909
Minneapolis Community and Technical College,Public,MN,Primarily online,6951.0,1440,44.9724736,-93.28382789999999
Minnesota State College Southeast,Public,MN,Primarily online,1850.0,482,44.53571059999999,-92.5254234
Minnesota State Community and Technical College at Fergus Falls,Public,MN,Primarily in person,6222.0,302,46.2891665,-96.09745149999999
Minnesota State U. at Mankato,Public,MN,Hybrid,14374.0,1279,44.1513247,-94.0005078
Minnesota State U. at Moorhead,Public,MN,Primarily online,5860.0,1183,46.8671458,-96.7610694
Minnesota West Community and Technical College,Public,MN,Primarily online,3362.0,497,43.6219846,-95.6279797
Minot State U.,Public,ND,Primarily in person,3189.0,256,48.24861670000001,-101.3014122
MiraCosta Community College District,Public,CA,Primarily online,13720.0,905,33.1900734,-117.302179
Mirrer Yeshiva Central Institute,Private,NY,Other,172.0,2406,40.6050608,-73.96601969999999
Misericordia U.,Private,PA,Primarily in person,2566.0,1046,41.345197,-75.9707268
Mission College,Public,CA,Primarily online,7780.0,553,37.3910771,-121.9810604
Mississippi College,Private,MS,Primarily online,5103.0,2155,32.3381241,-90.33174
Mississippi Delta Community College,Public,MS,TBD,2373.0,3415,33.4442033,-90.5037868
Mississippi Gulf Coast Community College Perkinston Campus,Public,MS,TBD,8950.0,805,30.780579,-89.140474
Mississippi State U.,Public,MS,Primarily online,21974.0,2126,33.4551742,-88.79437659999999
Mississippi U. for Women,Public,MS,Primarily online,2711.0,1637,33.4912194,-88.4185425
Mississippi Valley State U.,Public,MS,Primarily in person,2285.0,2792,33.5126982,-90.3416715
Missouri Baptist U.,Private,MO,Hybrid,5292.0,1300,38.6428107,-90.46167439999999
Missouri Southern State U.,Public,MO,Primarily in person,6006.0,1386,37.0959022,-94.4607637
Missouri State U.,Public,MO,Hybrid,23697.0,423,37.2005546,-93.2806806
Missouri State U. at West Plains,Public,MO,Primarily online,1869.0,342,36.7294711,-91.85713659999999
Missouri U. of Science and Technology,Public,MO,Primarily in person,8601.0,165,37.9537078,-91.7756271
Missouri Valley College,Private,MO,Primarily in person,1867.0,1775,39.108868,-93.1902975
Missouri Western State U.,Public,MO,Primarily in person,5669.0,1186,39.7598942,-94.7845282
Mitchell College,Private,CT,Primarily in person,665.0,521,41.3286576,-72.0933635
Mitchell Community College,Public,NC,Primarily online,3164.0,980,35.7828871,-80.8939252
Mitchell Technical Institute,Public,SD,Fully in person,1198.0,442,43.6887927,-98.00267009999999
Moberly Area Community College,Public,MO,Primarily in person,5202.0,221,38.9678245,-92.34488549999999
Modesto Junior College,Public,CA,TBD,17908.0,1710,37.6505348,-121.0078817
Mohave Community College,Public,AZ,Primarily online,4071.0,1469,36.9817006,-112.9729661
Mohawk Valley Community College,Public,NY,Primarily online,6317.0,904,43.07700699999999,-75.218217
Molloy College,Private,NY,TBD,4929.0,3194,40.6862733,-73.6272812
Monmouth College,Private,IL,TBD,914.0,1038,40.9135265,-90.6386297
Monmouth U.,Private,NJ,TBD,6167.0,1623,40.2802758,-74.0054114
Monroe Community College,Public,NY,TBD,12273.0,641,43.1013062,-77.61040419999999
Monroe County Community College,Public,MI,Primarily online,2920.0,591,41.9170361,-83.46925929999999
Montana State U. at Billings,Public,MT,TBD,4315.0,696,45.7966687,-108.5218151
Montana State U. at Bozeman,Public,MT,Primarily online,16814.0,829,45.6673524,-111.0546211
Montana State U. College of Technology at Great Falls,Public,MT,Primarily online,1514.0,179,47.4859978,-111.2698288
Montana State U.-Northern,Public,MT,Primarily online,1090.0,243,48.5408648,-109.6880953
Montana Technological U.,Public,MT,TBD,1844.0,190,46.0116149,-112.5569969
Montcalm Community College,Public,MI,Primarily in person,1667.0,285,43.2531581,-85.1001673
Montclair State U.,Public,NJ,Primarily in person,21115.0,3471,40.8642677,-74.19861329999999
Montefiore School of Nursing,Private,NY,TBD,148.0,3716,40.9120837,-73.8404947
Monterey Peninsula College,Public,CA,Fully online,8017.0,1048,36.5913085,-121.8821868
Montgomery College,Public,MD,Fully online,21720.0,1707,38.9834983,-77.02124119999999
Montgomery Community College,Public,NC,TBD,836.0,2147,35.366831,-79.86983300000001
Montgomery County Community College,Public,PA,Primarily online,10451.0,1198,40.1765166,-75.276761
Montreat College,Private,NC,Hybrid,921.0,664,35.6464927,-82.29751379999999
Montserrat College of Art,Private,MA,TBD,367.0,2226,42.5501402,-70.8760643
Moody Bible Institute,Private,IL,Primarily online,3086.0,2043,41.8974099,-87.6329598
Moore College of Art and Design,Private,PA,Primarily online,397.0,1644,39.9569015,-75.1720136
Moore Tech,Private,TN,TBD,276.0,2273,35.144953,-90.0202158
Moorpark College,Public,CA,Primarily online,14357.0,866,34.3014881,-118.8362682
Moraine Park Technical College,Public,WI,Primarily in person,4470.0,547,43.78532209999999,-88.4185111
Moraine Valley Community College,Public,IL,Primarily online,13762.0,2043,41.6919416,-87.8376414
Moravian College,Private,PA,Primarily online,2514.0,1279,40.6310336,-75.38135179999999
Morehead State U.,Public,KY,Hybrid,10195.0,278,38.1886162,-83.4315122
Morehouse College,Private,GA,Fully online,2206.0,1769,33.7473412,-84.415528
Moreno Valley College,Public,CA,Primarily online,10074.0,1594,33.887259,-117.203114
Morgan Community College,Public,CO,Hybrid,1228.0,2396,40.2587657,-103.7720291
Morgan State U.,Public,MD,TBD,7712.0,1883,39.3437959,-76.5843847
Morningside College,Private,IA,TBD,2698.0,3547,42.4731744,-96.3584236
Morris College,Private,SC,Fully in person,649.0,2158,33.938031,-80.347003
Morrison Institute of Technology,Private,IL,TBD,116.0,546,41.796855,-89.96455100000001
Morton College,Public,IL,TBD,4351.0,2043,41.8242401,-87.76227589999999
Motlow State Community College,Public,TN,TBD,6886.0,664,35.3664559,-86.3008262
Mott Community College,Public,MI,TBD,7715.0,854,43.0239372,-83.66735829999999
Mount Aloysius College,Private,PA,Primarily in person,1784.0,198,40.4595885,-78.603312
Mount Angel Seminary,Private,OR,TBD,165.0,795,45.0573741,-122.7767537
Mount Carmel College of Nursing,Private,OH,Primarily online,1090.0,1341,39.9563143,-83.02118999999999
Mount Holyoke College,Private,MA,Hybrid,2335.0,705,42.2535803,-72.5766598
Mount Marty College,Private,SD,Fully in person,1044.0,449,42.8744419,-97.4103591
Mount Mary U. (Wis.),Private,WI,Primarily online,1339.0,2067,43.0724777,-88.0312099
Mount Mercy U.,Private,IA,Primarily in person,1835.0,931,42.0027013,-91.6522379
Mount Saint Mary College (N.Y.),Private,NY,Hybrid,2352.0,2933,41.5130521,-74.0124836
Mount Saint Mary's U. (Calif.),Private,CA,Hybrid,2965.0,1903,34.085238,-118.4823817
Mount St. Joseph U.,Private,OH,Primarily online,2162.0,1122,39.0949575,-84.6381573
Mount St. Mary's U. (Md.),Private,MD,Hybrid,2406.0,1207,39.6799914,-77.3486971
Mount Vernon Nazarene U.,Private,OH,Primarily in person,2243.0,270,40.3730035,-82.47283809999999
Mount Wachusett Community College,Public,MA,Fully online,3724.0,1631,42.5938838,-71.9853305
Mountain Empire Community College,Public,VA,Primarily in person,2506.0,215,36.855018,-82.759411
Mountain View College,Public,TX,Fully online,11619.0,1932,32.7267559,-96.9036124
Mountwest Community and Technical College,Public,WV,Hybrid,1873.0,344,38.3925792,-82.4582123
Mt. Hood Community College,Public,OR,TBD,8612.0,557,45.5148325,-122.3968165
Mt. San Antonio College,Public,CA,Primarily online,29346.0,1903,34.0482035,-117.845125
Mt. San Jacinto College,Public,CA,Primarily online,15751.0,1594,33.80662210000001,-116.9694101
Muhlenberg College,Private,PA,TBD,2340.0,1337,40.597544,-75.5101316
Multnomah U.,Private,OR,Primarily in person,695.0,557,45.5269038,-122.5765119
Murray State College,Public,OK,TBD,2143.0,362,34.2242914,-96.67758769999999
Murray State U.,Public,KY,Hybrid,9454.0,495,36.6163842,-88.3214979
Muskegon Community College,Public,MI,Primarily online,4078.0,650,43.24964809999999,-86.1963909
Muskingum U.,Private,OH,TBD,2412.0,207,40.0002942,-81.73904619999999
N.H. Technical Institute-Concord's Community College,Public,NH,TBD,3478.0,307,43.22264240000001,-71.5313145
Napa Valley College,Public,CA,Primarily online,5503.0,632,38.27427900000001,-122.2761026
Naropa U.,Private,CO,Hybrid,953.0,596,40.0142329,-105.2670571
Nash Community College,Public,NC,TBD,3055.0,1104,35.9770156,-77.8966942
Nashua Community College,Public,NH,TBD,1626.0,916,42.7951645,-71.5236998
Nashville State Community College,Public,TN,Hybrid,8284.0,2825,36.1350192,-86.8564366
Nassau Community College,Public,NY,Primarily online,17406.0,3194,40.7290406,-73.5940133
National Park College,Public,AR,TBD,2017.0,858,34.512349,-93.1188971
National U.,Private,CA,TBD,16930.0,905,32.8294835,-117.1272528
National-Louis U.,Private,IL,Primarily online,5992.0,2043,41.8796299,-87.6252047
Naugatuck Valley Community College,Public,CT,TBD,6237.0,1518,41.5498286,-73.0729008
Navajo Technical U.,Public,NM,Primarily online,1600.0,5494,35.6874308,-108.1474931
Navarro College,Public,TX,Primarily in person,8601.0,1579,32.0761363,-96.49870519999999
Nazarene Bible College,Private,CO,Fully online,731.0,666,38.944715,-104.8030565
Nazareth College of Rochester (N.Y.),Private,NY,Hybrid,2987.0,641,43.1030175,-77.520027
Nebraska Christian College,Private,NE,Other,134.0,1126,41.1253751,-98.0287991
Nebraska Indian Community College,Public,NE,TBD,200.0,2815,42.116779,-96.351692
Nebraska Methodist College,Private,NE,Primarily in person,1102.0,1863,41.265533,-96.04836999999999
Nebraska Wesleyan U.,Private,NE,Primarily in person,2095.0,985,40.8388083,-96.64742539999999
Neosho County Community College,Public,KS,Primarily in person,1968.0,316,37.669479,-95.46391120000001
Ner Israel Rabbinical College,Private,MD,Fully in person,419.0,1471,39.3884867,-76.7546471
Neumann U.,Private,PA,Primarily online,2598.0,1562,39.8753225,-75.440805
Nevada State College,Public,NV,Primarily online,4930.0,2015,35.98330869999999,-114.9386542
New College of Florida,Public,FL,Primarily online,837.0,1389,27.384828,-82.558703
New England College,Private,NH,Primarily online,2521.0,307,43.1770327,-71.8227095
New England Conservatory of Music,Private,MA,Other,838.0,2697,42.3411646,-71.08656359999999
New England Institute of Technology,Private,RI,Primarily online,2763.0,867,41.6617218,-71.50277489999999
New Hampshire Institute of Art,Private,NH,Primarily online,337.0,916,42.9929102,-71.45894729999999
New Hope Christian College at Eugene (Ore.),Private,OR,TBD,92.0,140,44.032134,-123.1536436
New Jersey City U.,Public,NJ,TBD,7991.0,2918,40.70966200000001,-74.08765629999999
New Jersey Institute of Technology,Public,NJ,TBD,11423.0,2461,40.7427996,-74.1770884
New Mexico Highlands U.,Public,NM,Primarily online,3037.0,150,35.5962101,-105.2192167
New Mexico Institute of Mining and Technology,Public,NM,Primarily online,1895.0,429,34.065993,-106.905611
New Mexico Junior College,Public,NM,Primarily in person,2247.0,914,32.7578125,-103.1842749
New Mexico Military Institute,Public,NM,Primarily in person,412.0,553,33.4092357,-104.5249514
New Mexico State U. at Alamogordo,Public,NM,Primarily online,1636.0,280,32.919278,-105.9255599
New Mexico State U. at Carlsbad,Public,NM,Primarily online,1791.0,441,32.4423133,-104.2654287
New Mexico State U. at Grants,Public,NM,Primarily online,996.0,1246,35.1664981,-107.8429043
New Mexico State U. at Las Cruces,Public,NM,Primarily online,14289.0,1028,32.2787745,-106.7479059
New Mexico State U. Dona Ana Community College,Public,NM,Primarily online,7876.0,1028,32.2764635,-106.7549406
New River Community and Technical College,Public,WV,Primarily online,1169.0,248,37.7674765,-81.1357293
New River Community College,Public,VA,Primarily online,4419.0,216,37.104136,-80.69583999999999
New School,Private,NY,Fully online,10544.0,1872,36.0964959,-94.1564667
New York College of Health Professions,Private,NY,TBD,473.0,3194,40.80936699999999,-73.51617999999999
New York Institute of Technology,Private,NY,Primarily online,7173.0,3194,40.769718,-73.982575
New York School of Interior Design,Private,NY,Hybrid,537.0,1872,40.7686363,-73.96247530000001
New York U.,Private,NY,Primarily online,51847.0,1872,40.72951339999999,-73.9964609
Newberry College,Private,SC,Primarily in person,1208.0,2028,34.2861075,-81.6219227
Newbury College,Private,MA,Other,636.0,1481,42.3452305,-71.0712084
Newman U.,Private,KS,Fully in person,3373.0,837,37.673508,-97.37774399999999
Niagara County Community College,Public,NY,Primarily online,5047.0,683,43.1469156,-78.8768788
Niagara U.,Private,NY,Fully in person,3763.0,683,43.1369816,-79.0349955
Nicholls State U.,Public,LA,Primarily online,6453.0,2619,29.7907128,-90.80286989999999
Nichols College,Private,MA,TBD,1592.0,1631,42.04486199999999,-71.93086509999999
Nicolet Area Technical College,Public,WI,Primarily online,1283.0,249,45.6123761,-89.4209303
Norco College,Public,CA,Primarily online,10875.0,1594,33.9169791,-117.5687022
Norfolk State U.,Public,VA,TBD,5204.0,1307,36.8480161,-76.262085
Normandale Community College,Public,MN,Primarily online,9784.0,1440,44.8297,-93.3312607
North American U.,Private,TX,TBD,558.0,958,29.6463484,-95.5882852
North Arkansas College,Public,AR,Primarily online,1812.0,456,36.2212874,-93.08854799999999
North Carolina A&T State U.,Public,NC,Primarily in person,12142.0,995,36.0770034,-79.7718199
North Carolina Central U.,Public,NC,TBD,8207.0,1916,35.9752487,-78.899654
North Carolina State U.,Public,NC,Primarily in person,35479.0,1062,35.7846633,-78.6820946
North Carolina Wesleyan College,Private,NC,TBD,2034.0,1104,36.0186234,-77.77421850000002
North Central College,Private,IL,Primarily in person,2928.0,1231,41.772663,-88.1440142
North Central Kansas Technical College,Public,KS,TBD,790.0,434,39.4823637,-98.11079459999999
North Central Michigan College,Public,MI,Primarily in person,2329.0,170,45.362351,-84.955428
North Central Missouri College,Public,MO,Primarily online,1854.0,239,40.0780198,-93.61852239999999
North Central State College,Public,OH,TBD,2963.0,442,40.7998757,-82.5815934
North Central Texas College,Public,TX,Primarily online,10525.0,505,33.6187918,-97.16594049999999
North Central U.,Private,MN,Primarily online,1115.0,1440,44.9693757,-93.2613429
North Country Community College,Public,NY,Primarily online,1978.0,146,44.3188396,-74.1211266
North Dakota State College of Science,Public,ND,TBD,2957.0,565,46.2718767,-96.60822669999999
North Dakota State U.,Public,ND,Hybrid,13796.0,1677,46.8977528,-96.8024367
North Florida Community College,Public,FL,Hybrid,1229.0,3481,30.473016,-83.4231599
North Georgia Technical College,Public,GA,TBD,2612.0,2341,34.6389094,-83.5291742
North Greenville U.,Private,SC,Primarily in person,2578.0,2044,35.0658084,-82.37324219999999
North Hennepin Community College,Public,MN,Primarily online,6286.0,1440,45.1054194,-93.3745617
North Idaho College,Public,ID,TBD,5270.0,1025,47.67648,-116.796398
North Iowa Area Community College,Public,IA,Primarily online,2995.0,1342,43.156929,-93.13282079999999
North Lake College,Public,TX,Fully online,11512.0,1932,32.8712166,-96.96730289999999
North Park U.,Private,IL,Primarily in person,2900.0,2043,41.9746782,-87.710796
North Seattle College,Public,WA,TBD,5929.0,717,47.6993146,-122.3325184
North Shore Community College,Public,MA,TBD,5763.0,2226,42.5902655,-70.9678721
Northampton Community College,Public,PA,Primarily in person,9769.0,1279,40.6730296,-75.3227965
Northcentral Technical College,Public,WI,Primarily online,6395.0,427,44.986087,-89.646388
Northeast Alabama Community College,Public,AL,TBD,2883.0,1589,34.5453616,-85.91141259999999
Northeast Catholic College,Private,NH,TBD,83.0,307,43.3150712,-71.8339651
Northeast Community College,Public,NE,Primarily in person,5016.0,1180,42.0499081,-97.39409619999999
Northeast Iowa Community College,Public,IA,Primarily in person,4449.0,397,43.1744983,-91.8666772
Northeast Lakeview College,Public,TX,Primarily online,5510.0,2136,29.5457967,-98.32311419999999
Northeast Mississippi Community College,Public,MS,TBD,3512.0,1329,34.667266,-88.56243599999999
Northeast State Community College,Public,TN,TBD,6139.0,498,36.4849182,-82.4089837
Northeast Texas Community College,Public,TX,Primarily in person,3091.0,3566,33.104197,-94.88055609999999
Northeast Wisconsin Technical College,Public,WI,Primarily online,11505.0,1543,44.5272605,-88.10732639999999
Northeastern Illinois U.,Public,IL,Primarily online,8103.0,2043,41.9804343,-87.718705
Northeastern Junior College,Public,CO,Hybrid,1492.0,2988,40.6347579,-103.2019348
Northeastern Oklahoma A&M College,Public,OK,TBD,1897.0,1093,36.8774786,-94.866958
Northeastern State U.,Public,OK,Hybrid,7879.0,712,35.9209678,-94.965902
Northeastern Technical College,Public,SC,TBD,1275.0,1510,34.6991195,-79.9387181
Northeastern U.,Private,MA,Hybrid,21627.0,2697,42.3398067,-71.0891717
Northern Arizona U.,Public,AZ,Hybrid,31066.0,2132,35.1804402,-111.6539683
Northern Essex Community College,Public,MA,Primarily online,5233.0,2226,42.7967355,-71.0490114
Northern Illinois U.,Public,IL,TBD,17169.0,812,41.934233,-88.774069
Northern Kentucky U.,Public,KY,Hybrid,14764.0,567,39.0319664,-84.4645836
Northern Maine Community College,Public,ME,Primarily online,811.0,47,46.6947681,-68.0346172
Northern Michigan U.,Public,MI,Primarily in person,7595.0,203,46.5602524,-87.40756309999999
Northern New Mexico College,Public,NM,Fully online,926.0,748,36.004057,-106.08444
Northern Oklahoma College,Public,OK,TBD,4181.0,477,36.678352,-97.296821
Northern State U.,Public,SD,Fully in person,3493.0,1048,45.4510995,-98.4844923
Northern Virginia Community College,Public,VA,Primarily online,50929.0,1379,38.8341332,-77.2366292
Northern Wyoming Community College District,Public,WY,Primarily in person,4168.0,200,44.76470579999999,-106.9429672
Northland College,Private,WI,TBD,582.0,127,46.5802698,-90.87366689999999
Northland Community and Technical College,Public,MN,Primarily online,3500.0,494,48.124919,-96.16252469999999
Northland Pioneer College,Public,AZ,TBD,3182.0,4849,34.2430445,-110.0536185
Northshore Technical Community College Sullivan Campus,Public,LA,TBD,4733.0,1888,30.7598114,-89.84525289999999
NorthWest Arkansas Community College,Public,AR,Primarily online,7979.0,1748,36.358598,-94.172471
Northwest Christian U.,Private,OR,Hybrid,800.0,140,44.04741689999999,-123.0797508
Northwest College (Wyo.),Public,WY,TBD,1488.0,402,44.76035299999999,-108.7612533
Northwest Florida State College,Public,FL,Primarily in person,5497.0,1460,30.5394163,-86.475644
Northwest Indian College,Public,WA,Primarily in person,535.0,425,48.79461,-122.614492
Northwest Iowa Community College,Public,IA,TBD,1747.0,1691,43.1847793,-95.8795231
Northwest Kansas Technical College,Public,KS,TBD,821.0,235,39.346373,-101.7005356
Northwest Louisiana Technical College at Minden,Public,LA,TBD,1030.0,2077,32.5866025,-93.2630775
Northwest Mississippi Community College,Public,MS,TBD,7618.0,2264,34.6255409,-89.96951399999999
Northwest Missouri State U.,Public,MO,Hybrid,6857.0,696,40.3519854,-94.8825243
Northwest Nazarene U.,Private,ID,Primarily in person,2201.0,2251,43.5614371,-116.5665426
Northwest School of Wooden Boat Building,Private,WA,Primarily in person,38.0,172,48.0338874,-122.7524812
Northwest State Community College,Public,OH,Hybrid,2377.0,388,41.45066449999999,-84.2992273
Northwest Technical College,Public,MN,Primarily online,1022.0,414,47.452682,-94.8540677
Northwest U. (Wash.),Private,WA,Hybrid,1321.0,717,47.6576921,-122.1924837
Northwest U.-College of Adult and Professional Studies,Private,WA,Hybrid,1155.0,717,47.6576921,-122.1924837
Northwest Vista College,Public,TX,Primarily online,16293.0,2136,29.4716439,-98.705443
Northwest-Shoals Community College,Public,AL,Hybrid,3539.0,2006,34.7397425,-87.67819159999999
Northwestern College (Iowa),Private,IA,Primarily in person,1299.0,1691,42.9979484,-96.0582598
Northwestern Connecticut Community College,Public,CT,Primarily online,1299.0,873,41.9209087,-73.0593356
Northwestern Health Sciences U.,Private,MN,Primarily online,936.0,1440,44.8509327,-93.3118607
Northwestern Michigan College,Public,MI,Primarily in person,3727.0,218,44.7653751,-85.5858701
Northwestern Oklahoma State U.,Public,OK,Primarily online,1992.0,164,36.7966974,-98.66829489999999
Northwestern State U.,Public,LA,Primarily in person,11081.0,1763,31.7503518,-93.0974506
Northwestern U.,Private,IL,Primarily online,22127.0,2043,42.0564594,-87.67526699999999
Northwood U. (Mich.),Private,MI,TBD,3177.0,373,43.6301146,-84.2744061
Norwalk Community College,Public,CT,TBD,5413.0,1884,41.1025499,-73.452181
Norwich U.,Private,VT,TBD,3986.0,84,44.1383618,-72.6591964
Notre Dame College (Ohio),Private,OH,Hybrid,1700.0,1009,41.5075546,-81.5155094
Notre Dame de Namur U.,Private,CA,TBD,1492.0,724,37.5174426,-122.2863888
Notre Dame of Maryland U.,Private,MD,Hybrid,2371.0,1883,39.3520452,-76.621496
Nova Southeastern U.,Private,FL,Hybrid,20435.0,3037,26.0800444,-80.2453353
Nunez Community College,Public,LA,TBD,2371.0,2250,29.954653,-89.96087200000001
Nyack College,Private,NY,Primarily online,2351.0,4289,40.7056392,-74.0156969
Oak Hills Christian College,Private,MN,Hybrid,98.0,414,47.42418989999999,-94.90187739999999
Oakland City U.,Private,IN,Fully in person,1419.0,589,38.3402549,-87.3519105
Oakland Community College,Public,MI,Hybrid,15411.0,1181,42.6469841,-83.2231595
Oakland U.,Public,MI,Primarily online,19309.0,1181,42.6679486,-83.2081632
Oakton Community College,Public,IL,Primarily online,8454.0,2043,42.0629011,-87.88063269999999
Oakwood U.,Private,AL,Primarily in person,1636.0,1407,34.7517708,-86.6558345
Oberlin College,Private,OH,Primarily in person,2812.0,528,41.2958696,-82.22108899999999
Occidental College,Private,CA,Fully online,1930.0,1903,34.1273187,-118.2101144
Ocean County College,Public,NJ,Primarily online,8176.0,1767,40.00772200000001,-74.16618799999999
Oconee Fall Line Technical College,Public,GA,Primarily online,1428.0,2058,32.9966621,-82.839508
Odessa College,Public,TX,TBD,7083.0,1437,31.8657459,-102.3837572
Ogeechee Technical College,Public,GA,Other,2014.0,1472,32.394824,-81.818542
Oglala Lakota College,Public,SD,TBD,1300.0,1032,43.366053,-102.2403299
Oglethorpe U.,Private,GA,TBD,1264.0,1679,33.8761916,-84.33471279999999
Ohio Christian U.,Private,OH,TBD,3660.0,4096,39.6122854,-82.90583989999999
Ohio Dominican U.,Private,OH,Other,1716.0,1341,39.9922327,-82.94160889999999
Ohio Northern U.,Private,OH,Primarily in person,3039.0,476,40.766263,-83.83250559999999
Ohio State U.,Public,OH,Primarily online,61170.0,1341,40.006103,-83.016536
Ohio State U. Agricultural Technical Institute,Public,OH,TBD,687.0,423,40.775025,-81.92310400000001
Ohio State U. at Lima,Public,OH,TBD,1010.0,623,40.7372754,-84.0283463
Ohio State U. at Mansfield,Public,OH,TBD,1099.0,442,40.7988911,-82.5779306
